Headline,Galtung's Criteria,Class
The number of Palestinians killed in clashes with Israeli forces in the West Bank and Gaza Strip after the US' Jerusalem move reaches 15.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
This is the aftermath of Israel's undercover raid on Gaza in pictures.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
The exchange rattled an uneasy truce between the two sides Israel and Gaza brokered after a spike in hostilities.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Two Palestinians, including a 12-year-old boy, have been killed by Israel in Gaza's weekly protest, bringing the total death toll to 182 since March 30.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Palestinian sources said six explosions took place at same time on Sunday morning in the Sheikh Radwan neighbourhood. The cars belonged to officials of Islamic Jihad, Hamas and its armed wing, the Qassam Brigades.","Focus only on visible effect of violence (killed, wounded and material damage)",War
The children scarred by war in Gaza.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
Palestinian children with cancer are suffering from the siege of the Gaza Strip,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Saturday's deaths come a day after Israeli troops injured at least 92 Palestinians in the West Bank and Gaza with live ammunition or rubber-coated steel bullets during ""Day of Rage"" protests called by Palestinian political factions.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"""Spraying crop-killing pesticides, like opening fire at people of all ages and gender in the vicinity of the fence, puts civilian lives at risk and hurts livelihoods.""","Focus only on visible effect of violence (killed, wounded and material damage)",War
"""Let me tell you what supporting peace really means. It means affirming the fact that Palestine is under occupation and that Israel has violated numerous UN resolutions calling for the withdrawal of its troops from Palestinian territories. It means recognising that Israel and its illegal settlements operate under apartheid, where Palestinians are segregated, surveilled, oppressed, and killed into submission.#AJOpinion, by Haidar Eid, Professor at Al-Aqsa University.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Israeli forces have killed at least 15 Palestinians and wounded more than 1,000 others during a mass protest near the Gaza Strip's eastern border.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"""We are in the early stages of a new cycle of violence between Palestinians and Israel. After what happened this weekend [in Gaza], I don't imagine people here are going to sit down quietly,"" Mukhaimer Abu Saada, a political science professor at Gaza's al-Azhar University, told Al Jazeera.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"In response, Israeli security sources said tanks had fired at a northern Gaza military training camp belonging to the military wing of Hamas - the al-Qassam Brigades. No injuries were reported.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Israeli police said on Saturday they arrested a Palestinian suspect in the killing of an Israeli teenager, as thousands of people in Gaza buried two Palestinian teenagers killed a day earlier in protests along the perimeter fence.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Opinion: ""Put simply, no amount of aid is sufficient in the context of frequent Israeli assaults, destroyed infrastructure, and the ongoing economic blockade. The status quo does not even qualify as a temporary solution; Gaza is in a permanent state of emergency, and without a dramatic change, the worse is yet to come for its residents."" Ben White, a freelance journalist, writer and activist, specialising in Palestine/Israel, writes for Al Jazeera.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"At least four Palestinians have been wounded, one of them seriously, after Israel carried out airstrikes on Hamas locations in Gaza.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"As a tribute to her sons, 58-year-old Umm Iyad is known locally as the ""Khansaa of Gaza"", after a seventh century female Arab poet whose four sons were killed in the Battle of Qadisiyah.","Focus only on visible effect of violence (killed, wounded and material damage)",War
