Headline,Class
"The drone ""was armed and still had weapons on it when it was fired upon by US forces from an aircraft,"" Colonel Ryan Dillon, spokesman for the coalition against ISIL, said.",Peace
"""In the last three days over 50,000 people from Syria's Azaz across the Turkish town of Kilis reached the Turkish border,"" Humanitarian Relief Foundation (IHH) said. http://aje.io/267e:=:http://www.aljazeera.com/news/2016/02/thousands-head-turkey-fleeing-syrian-offensive-160205125956801.html",Peace
"""ISIL are all over the mountains and the army cannot defeat them,"" says a villager in the Christian village of Raas Baalbek. ""But if they come here, we will not leave, even if we know we are going to die."" http://aje.io/zk7j:=:http://trib.al/h4dohs6",Peace
"Turkey slams US' plan to establish a 30,000-strong new border security force with the involvement of Kurdish fighters in northern Syria.",Peace
"In Syria, the besieged town of Douma, 10km northeast of Damascus, has been under intense regime and Russian shelling for the past few weeks. One resident, Osama Nasser, describes what it is like to live there: http://aje.io/q48w:=:http://www.aljazeera.com/news/2015/11/letter-douma-children-killed-151111130200632.html",Peace
"There is no shortage of disturbing images from the war in Syria, but relatively few of them reach you. (via Listening Post)",Peace
"In Syria 8-year-old Mohamed used to hide under his father's clothes from bombs, in Germany it's the climbing frame that's scaring him http://bbc.in/1NONau3:=:http://www.bbc.co.uk/programmes/b06srjjx?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook #WelcometoGermany UK: http://bbc.in/1NONau3:=:http://www.bbc.co.uk/programmes/b06srjjx?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook International: 12th Dec - 1130, 1630, 2230 GMT 13th Dec - 0330, 1730 GMT",Peace
He became a symbol of hope - now the Pianist of Yarmouk has joined those fleeing Syria to the EU http://bbc.in/1LBY5X5:=:http://www.bbc.co.uk/news/world-middle-east-34255104,Peace
The two Britons were captured in Syria in January and are accused of being members of the Islamic State 'Beatles' gang.,Peace
"""Under a deal with the YPG, the US was given control of the airport. The purpose of this deal is to back up the SDF, by providing weapons and an airbase for US warplanes.""",Peace
"Videos circulating on social media purporting to be from the scene show people, including children, who appear unresponsive; others are seen struggling to breathe or wearing oxygen masks.",Peace
"Kurdistan is a kind of dream: an ancient one that floats across cities and valleys, through crumbling souks and oil fields, stretched across four nations. But on some nights, it is little more than a delusion; on others, a nightmare. It is the anger in a stone thrown at Turkish police by a teenager who cannot understand her own language. It is the betrayals of the West and the memory of Saddam Hussein's terrible vengeance, of the bodies lining the streets in Halabja. It is the quiet end of Mahabad â€“ too small to factor into the great games at the end of a world war. The nightmare is the Islamic State of Iraq and the Levant (ISIL), just across the mountains. But no one knows how the dream ends. And as the forces sweeping across the Middle East pull communities in Iraq, Syria, Turkey and Iran further apart, are Kurds still dreaming the same dream?",Peace
"Shamima Begum said she had no regrets about going to Syria, but said that ""the caliphate is over"" and just wants to ""come home"" and have her child",Peace
"Syrian Democratic Forces spokesman Kino Gabriel says they were â€œsurprised and disappointedâ€ by the Trump administrationâ€™s pullback of US troops from the Syria-Turkey border. ""We would like to see more efforts made by the US government to try and stop this attack.â€ https://cnn.it/2nBWstB:=:https://www.cnn.com/2019/10/10/politics/syria-turkey-offensive-displaced-intl-hnk/index.html?utm_medium=social&amp;utm_source=fbCNN&amp;utm_content=2019-10-11T16:13:30",Peace
"""We want to send a message to the rest of the world that we are just an oppressed people who want freedom.""",Peace
"""It is a lie that Turkey is sending civilians - including women and children - back to Syria. This claim is unfair to the country that is currently hosting 2.7 million Syrian refugees - who we call guests here - regardless of ethnicity. We are voluntarily carrying this burden."" http://aje.io/9gvu:=:http://www.aljazeera.com/news/2016/04/turkey-official-denies-syrian-refugee-expulsions-160401105949927.html",Peace
"Opinion: ""Russian foreign policy is back to the Cold War days when the USSR supported client regimes in Africa, Asia and Latin America for the sake of confronting the United States."" Emmanuel Karagiannis, a Senior Lecturer at King's College London, writes for Al Jazeera.",Peace
BREAKING NEWS: CNN's Jake Tapper has exclusively obtained 13 videos of the aftermath of a chemical attack in Syria that the Obama administration has shown select senators in an effort to convince them that a limited military response is justified. http://on.cnn.com/QZYZDc,Peace
"""The task presented to the Defence Ministry and the armed forces has been completely fulfilled."" http://aje.io/d8fr:=:http://www.aljazeera.com/news/2016/03/putin-orders-russian-troops-withdrawal-syria-160314175036414.html",Peace
"As government forces make gains in northwestern Syria, UN warns of 'horrifying' crisis amid 'indiscriminate' violence.",Peace
"Turkish authorities have detained three male teenagers who left Britain planning to travel to Syria reportedly to join ISIL, according to British police and Turkish officials. http://aje.io/ttkz:=:http://trib.al/EU7kpXO",Peace
"JUST IN: President Trump warns Russia it should ""get ready"" for a missile strike on Syria, vowing to thwart any missile defenses. ""You shouldn't be partners with a Gas Killing Animal who kills his people and enjoys it!"" the President added.",Peace
ISIL's so-called caliphate shrank by 14 percent in 2015: report.,Peace
"""The United States is asking Britain, France, Germany and other European allies to take back over 800 [Islamic State] fighters that we captured in Syria and put them on trial.""",Peace
"Eight siblings were among the dead from Wednesday's air strikes in Aleppo province, around 15km from the main highway south towards the capital, the UK-based Syrian Observatory for Human Rights said.",Peace
"""She's not English, she's not Syrian, in effect she is stateless. If we need to get out of Syria we can't go through an official crossing, we have to be smuggled out and face being shot by Turkish soldiers."" http://aje.io/887r:=:http://trib.al/n0KC5Sl",Peace
Assad forces kill dozens of civilians in Syria's Aleppo http://aje.io/xfng:=:http://www.aljazeera.com/news/2015/09/assad-forces-kill-dozens-civilians-syria-aleppo-150921130400825.html,Peace
"Every so often, a photograph cuts through the grim cacophony of the war in Syria and pierces viewers' hearts",Peace
"Kadiza Sultana, a 16-year-old girl ""with a promising future"", went to Syria to join so-called Islamic State. Read more: http://www.bbc.co.uk/news/uk-37053699",Peace
"One third of Syrians under the age of 18, or about 3.7 million, were born since the uprising against Assad erupted in 2011 and escalated into a full-blown civil war.",Peace
"US mission includes denying any Russian or Syrian government forces access to Syria's oilfields, Pentagon chief says.",Peace
"Putin, Erdogan and Rouhani are still far from reaching a compromise on the post-conflict future of Syria. â€” #AJOpinion, by Leonid Issaev,",Peace
"Syria claims its military has shot down a US drone over Latakia, US confirm communication lost. http://aje.io/6qmp:=:http://trib.al/NYJggHA",Peace
"The Turkish army has shelled positions held by Kurdish-backed fighters in northern Syria for a second day in a row, including an airbase and other strategic positions http://aje.io/qrvs:=:http://www.aljazeera.com/news/2016/02/turkey-shells-kurdish-positions-syria-day-160214091007489.html",Peace
"""France has always been at the forefront of the conflict and has been involved from its start when it took a strong position against Bashar al-Assad's government, and also later against Daesh (ISIL)."" http://aje.io/heay:=:http://www.aljazeera.com/news/2015/11/paris-attack-affect-syria-policy-151114062610843.html",Peace
"Last year alone, UNICEF documented 214 attacks on schools in Syria, Iraq, Libya, the Palestinian territories, Sudan and Yemen. http://aje.io/flnk:=:http://www.aljazeera.com/news/2015/09/middle-east-wars-hit-13-million-schoolchildren-150903031925866.html",Peace
Syria's Assad admits 'setbacks' in war after Idlib's fall http://aje.io/uavh:=:http://www.aljazeera.com/news/2015/05/150506185408811.html,Peace
We map out the battle for Syria's Idlib and why it has caused an exodus of hundreds of thousands of people ðŸ‘‡[Read more: https://aje.io/bnnbt:=:https://www.aljazeera.com/news/2020/02/battle-syria-idlib-explained-400-words-200211190719146.html],Peace
